16:54:49.550431 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3424916485:3424916526, ack 1515649543, win 229, options [nop,nop,TS val 676419 ecr 803126], length 41
16:59:19.808276 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12165:12201, ack 23266, win 542, options [nop,nop,TS val 743984 ecr 870611], length 36
16:59:20.032336 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12201:12237, ack 23266, win 542, options [nop,nop,TS val 744040 ecr 870657], length 36
16:59:20.666119 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12237:12273, ack 23266, win 542, options [nop,nop,TS val 744198 ecr 870713], length 36
16:59:20.669856 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23266:23302, ack 12273, win 270, options [nop,nop,TS val 870872 ecr 744198], length 36
16:59:20.851422 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23302:23674, ack 12273, win 270, options [nop,nop,TS val 870918 ecr 744199], length 372
16:59:20.905968 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23674:23734, ack 12273, win 270, options [nop,nop,TS val 870931 ecr 744244], length 60
16:59:34.887731 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12273:12309, ack 23734, win 563, options [nop,nop,TS val 747754 ecr 870931], length 36
16:59:34.892504 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23734:23770, ack 12309, win 270, options [nop,nop,TS val 874426 ecr 747754], length 36
16:59:35.002006 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12309:12345, ack 23770, win 563, options [nop,nop,TS val 747782 ecr 874426], length 36
16:59:35.007844 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23770:23806, ack 12345, win 270, options [nop,nop,TS val 874455 ecr 747782], length 36
16:59:35.113638 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12345:12381, ack 23806, win 563, options [nop,nop,TS val 747810 ecr 874455], length 36
16:59:35.120426 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 23806:24234, ack 12381, win 270, options [nop,nop,TS val 874483 ecr 747810], length 428
16:59:35.121920 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24234:24294, ack 12381, win 270, options [nop,nop,TS val 874483 ecr 747812], length 60
16:59:38.096014 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12381:12417, ack 24294, win 583, options [nop,nop,TS val 748556 ecr 874483], length 36
16:59:38.101294 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24294:24330, ack 12417, win 270, options [nop,nop,TS val 875228 ecr 748556], length 36
16:59:38.202448 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12417:12453, ack 24330, win 583, options [nop,nop,TS val 748582 ecr 875228], length 36
16:59:38.208301 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24330:24366, ack 12453, win 270, options [nop,nop,TS val 875255 ecr 748582], length 36
16:59:38.266650 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12453:12489, ack 24366, win 583, options [nop,nop,TS val 748598 ecr 875255], length 36
16:59:38.271860 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24366:24402, ack 12489, win 270, options [nop,nop,TS val 875270 ecr 748598], length 36
16:59:38.371198 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12489:12525, ack 24402, win 583, options [nop,nop,TS val 748624 ecr 875270], length 36
16:59:38.376995 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24402:24438, ack 12525, win 270, options [nop,nop,TS val 875297 ecr 748624], length 36
16:59:38.459301 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12525:12561, ack 24438, win 583, options [nop,nop,TS val 748646 ecr 875297], length 36
16:59:38.465176 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24438:24474, ack 12561, win 270, options [nop,nop,TS val 875319 ecr 748646], length 36
16:59:38.508022 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12561:12597, ack 24474, win 583, options [nop,nop,TS val 748659 ecr 875319], length 36
16:59:38.513806 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24474:24510, ack 12597, win 270, options [nop,nop,TS val 875331 ecr 748659], length 36
16:59:40.720942 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12597:12633, ack 24510, win 583, options [nop,nop,TS val 749212 ecr 875331], length 36
16:59:40.727102 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24510:24546, ack 12633, win 270, options [nop,nop,TS val 875884 ecr 749212], length 36
16:59:40.780615 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12633:12669, ack 24546, win 583, options [nop,nop,TS val 749227 ecr 875884], length 36
16:59:40.785055 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24546:24582, ack 12669, win 270, options [nop,nop,TS val 875898 ecr 749227], length 36
16:59:40.978199 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12669:12705, ack 24582, win 583, options [nop,nop,TS val 749276 ecr 875898], length 36
16:59:40.983962 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24582:24618, ack 12705, win 270, options [nop,nop,TS val 875948 ecr 749276], length 36
16:59:41.033035 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12705:12741, ack 24618, win 583, options [nop,nop,TS val 749290 ecr 875948], length 36
16:59:41.038969 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24618:24654, ack 12741, win 270, options [nop,nop,TS val 875962 ecr 749290], length 36
16:59:41.140452 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12741:12777, ack 24654, win 583, options [nop,nop,TS val 749317 ecr 875962], length 36
16:59:41.144745 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24654:24690, ack 12777, win 270, options [nop,nop,TS val 875988 ecr 749317], length 36
16:59:41.513168 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12777:12813, ack 24690, win 583, options [nop,nop,TS val 749410 ecr 875988], length 36
16:59:41.519557 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24690:24726, ack 12813, win 270, options [nop,nop,TS val 876082 ecr 749410], length 36
16:59:42.759661 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12813:12849, ack 24726, win 583, options [nop,nop,TS val 749721 ecr 876082], length 36
16:59:42.764985 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24726:24762, ack 12849, win 270, options [nop,nop,TS val 876393 ecr 749721], length 36
16:59:42.979755 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12849:12885, ack 24762, win 583, options [nop,nop,TS val 749777 ecr 876393], length 36
16:59:42.985257 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24762:24798, ack 12885, win 270, options [nop,nop,TS val 876448 ecr 749777], length 36
16:59:43.209852 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12885:12921, ack 24798, win 583, options [nop,nop,TS val 749834 ecr 876448], length 36
16:59:43.214313 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24798:24834, ack 12921, win 270, options [nop,nop,TS val 876506 ecr 749834], length 36
16:59:43.390151 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12921:12957, ack 24834, win 583, options [nop,nop,TS val 749879 ecr 876506], length 36
16:59:43.400531 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24834:24870, ack 12957, win 270, options [nop,nop,TS val 876552 ecr 749879], length 36
16:59:43.403604 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24870:24930, ack 12957, win 270, options [nop,nop,TS val 876553 ecr 749882], length 60
16:59:44.698878 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12957:12993, ack 24930, win 583, options [nop,nop,TS val 750206 ecr 876553], length 36
16:59:44.705474 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24930:24966, ack 12993, win 270, options [nop,nop,TS val 876878 ecr 750206], length 36
16:59:44.750854 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 12993:13029, ack 24966, win 583, options [nop,nop,TS val 750219 ecr 876878], length 36
16:59:44.755927 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 24966:25002, ack 13029, win 270, options [nop,nop,TS val 876891 ecr 750219], length 36
16:59:44.814398 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13029:13065, ack 25002, win 583, options [nop,nop,TS val 750235 ecr 876891], length 36
16:59:44.820891 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25002:25038, ack 13065, win 270, options [nop,nop,TS val 876907 ecr 750235], length 36
16:59:44.902602 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13065:13101, ack 25038, win 583, options [nop,nop,TS val 750257 ecr 876907], length 36
16:59:44.909080 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25038:25074, ack 13101, win 270, options [nop,nop,TS val 876929 ecr 750257], length 36
16:59:45.125887 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13101:13137, ack 25074, win 583, options [nop,nop,TS val 750313 ecr 876929], length 36
16:59:45.130336 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25074:25110, ack 13137, win 270, options [nop,nop,TS val 876984 ecr 750313], length 36
16:59:45.255513 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13137:13173, ack 25110, win 583, options [nop,nop,TS val 750345 ecr 876984], length 36
16:59:45.260186 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25110:25146, ack 13173, win 270, options [nop,nop,TS val 877017 ecr 750345], length 36
16:59:45.407771 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13173:13209, ack 25146, win 583, options [nop,nop,TS val 750384 ecr 877017], length 36
16:59:45.413629 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25146:25182, ack 13209, win 270, options [nop,nop,TS val 877055 ecr 750384], length 36
16:59:45.463088 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13209:13245, ack 25182, win 583, options [nop,nop,TS val 750397 ecr 877055], length 36
16:59:45.469259 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25182:25218, ack 13245, win 270, options [nop,nop,TS val 877069 ecr 750397], length 36
16:59:45.628868 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13245:13281, ack 25218, win 583, options [nop,nop,TS val 750439 ecr 877069], length 36
16:59:45.635277 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25218:25254, ack 13281, win 270, options [nop,nop,TS val 877110 ecr 750439], length 36
16:59:45.869136 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13281:13317, ack 25254, win 583, options [nop,nop,TS val 750499 ecr 877110], length 36
16:59:45.884507 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25254:25298, ack 13317, win 270, options [nop,nop,TS val 877173 ecr 750499], length 44
16:59:46.110983 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13317:13353, ack 25298, win 583, options [nop,nop,TS val 750559 ecr 877173], length 36
16:59:46.115807 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25298:25334, ack 13353, win 270, options [nop,nop,TS val 877230 ecr 750559], length 36
16:59:46.145381 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25334:25418, ack 13353, win 270, options [nop,nop,TS val 877238 ecr 750561], length 84
16:59:46.146790 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25418:25534, ack 13353, win 270, options [nop,nop,TS val 877238 ecr 750568], length 116
16:59:46.148417 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25534:25578, ack 13353, win 270, options [nop,nop,TS val 877239 ecr 750568], length 44
16:59:46.149244 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 25578:27262, ack 13353, win 270, options [nop,nop,TS val 877239 ecr 750569], length 1684
16:59:46.178532 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13353:13405, ack 27262, win 610, options [nop,nop,TS val 750576 ecr 877239], length 52
16:59:46.182283 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27262:27402, ack 13405, win 270, options [nop,nop,TS val 877247 ecr 750576], length 140
16:59:47.484394 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13405:13441, ack 27402, win 632, options [nop,nop,TS val 750903 ecr 877247], length 36
16:59:47.490800 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27402:27518, ack 13441, win 270, options [nop,nop,TS val 877574 ecr 750903], length 116
16:59:48.358147 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13441:13477, ack 27518, win 632, options [nop,nop,TS val 751121 ecr 877574], length 36
16:59:48.364978 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27518:27594, ack 13477, win 270, options [nop,nop,TS val 877792 ecr 751121], length 76
16:59:50.181319 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13477:13513, ack 27594, win 632, options [nop,nop,TS val 751577 ecr 877792], length 36
16:59:50.212366 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27594:27646, ack 13513, win 270, options [nop,nop,TS val 878254 ecr 751577], length 52
16:59:50.559054 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13513:13549, ack 27646, win 632, options [nop,nop,TS val 751671 ecr 878254], length 36
16:59:50.566330 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27646:27762, ack 13549, win 270, options [nop,nop,TS val 878342 ecr 751671], length 116
16:59:50.736871 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13549:13585, ack 27762, win 632, options [nop,nop,TS val 751716 ecr 878342], length 36
16:59:50.742866 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27762:27822, ack 13585, win 270, options [nop,nop,TS val 878387 ecr 751716], length 60
16:59:50.942168 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13585:13621, ack 27822, win 632, options [nop,nop,TS val 751767 ecr 878387], length 36
16:59:50.948412 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27822:27882, ack 13621, win 270, options [nop,nop,TS val 878438 ecr 751767], length 60
16:59:51.065860 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13621:13657, ack 27882, win 632, options [nop,nop,TS val 751798 ecr 878438], length 36
16:59:51.073845 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27882:27934, ack 13657, win 270, options [nop,nop,TS val 878469 ecr 751798], length 52
16:59:51.076308 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27934:27986, ack 13657, win 270, options [nop,nop,TS val 878470 ecr 751800], length 52
16:59:51.179034 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 27986:28054, ack 13657, win 270, options [nop,nop,TS val 878496 ecr 751801], length 68
16:59:51.189398 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 28054:28114, ack 13657, win 270, options [nop,nop,TS val 878498 ecr 751826], length 60
16:59:52.082233 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13657:13693, ack 28114, win 632, options [nop,nop,TS val 752052 ecr 878498], length 36
16:59:52.088610 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 28114:28150, ack 13693, win 270, options [nop,nop,TS val 878723 ecr 752052], length 36
16:59:52.248545 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 13693:13729, ack 28150, win 632, options [nop,nop,TS val 752094 ecr 878723], length 36
16:59:52.253554 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 28150:28186, ack 13729, win 270, options [nop,nop,TS val 878764 ecr 752094], length 36
